Date,Order Id,Nonprofit,Donation Currency,Donation Amount,Fee
03/04/2019,DE12a4c2fb63507,Cuddles Foundation,INR,500.00,11.80
03/04/2019,DE12a4c42ac7def,World for All Animal Care And Adoptions,INR,"1,000.00",23.60
03/04/2019,DE12a4c51025af4,Dream a Dream,INR,"1,000.00",23.60
03/04/2019,DE12a4c904862ff,Perambalur District Network for HIV Positive People,INR,"1,000.00",23.60
03/04/2019,DE12a4cba9532b7,Bal Sansar Sanstha,INR,"1,500.00",13.50
03/04/2019,DE12a4d4c2d0cb2,Waste Warriors Society,INR,700.00,16.52
03/04/2019,DE12a4d82eefcce,Anandam,INR,"2,000.00",47.20
03/04/2019,DE12a4da566a25c,Chehak Trust,INR,"1,000.00",23.60
03/04/2019,DE12a4ea3556138,Mantra Social Services,INR,"1,000.00",9.00
03/04/2019,DE12a4ee4b608ce,Vaishnavi Welfare and Charitable Trust,INR,"13,500.00",318.60
03/04/2019,DE12a4f6896a759,People for the Respect and Care of Animals,INR,"5,000.00",118.00
04/04/2019,DE12a561d569c25,Let's Live Together Charitable Trust,USD,125.00,2.90
04/04/2019,DE12a624d46a24c,Gramin Samassya Mukti Trust,USD,37.00,1.00
04/04/2019,DE12a635fd36379,Hope Kolkata Foundation,USD,400.00,8.85
04/04/2019,DE12a643da4148f,Sanjeevani Life Beyond Cancer,AED,135.00,0.99
04/04/2019,DE12a658cf3c4af,Yuvraj Singh Foundation,USD,198.00,4.51
04/04/2019,DE12a552dd0347b,Sayodhya Home for Women in Need,INR,"4,500.00",106.20
04/04/2019,DE12a5626dd97e3,NavGurukul Foundation for Social Welfare,INR,"10,000.00",236.00
04/04/2019,DE12a5648cb9b17,Million Sparks Foundation,INR,"2,500.00",59.00
04/04/2019,DE12a56f94e3161,Evidyaloka Trust,INR,"5,000.00",118.00
04/04/2019,DE12a571f26a164,The CounterMedia Trust,INR,"1,000.00",23.60
04/04/2019,DE12a5746210b29,Sethu Trust,INR,100.00,2.36
04/04/2019,DE12a574988f8ea,Foundation for Mother and Child Health,INR,500.00,11.80
04/04/2019,DE12a57854704ba,United Way of Delhi,INR,500.00,11.80
04/04/2019,DE12a5785591afe,People for the Respect and Care of Animals,INR,300.00,7.08
04/04/2019,DE12a5790823daf,Manzil Mystics,INR,500.00,11.80
04/04/2019,DE12a5801599951,Dream a Dream,INR,"2,500.00",59.00
04/04/2019,DE12a5861b110b8,Sevalaya,INR,500.00,4.50
04/04/2019,DE12a587bf85315,The CounterMedia Trust,INR,100.00,2.00
04/04/2019,DE12a5893129a0a,Bangalore Baptist Hospital Society,INR,100.00,2.36
04/04/2019,DE12a58ae0d5f04,Parivaar Education Society,INR,201.00,4.74
04/04/2019,DE12a58bfe0485f,Gir Pachhat Jati Vikas Seva Samiti,INR,500.00,11.80
04/04/2019,DE12a58daa7bbc0,Bangalore Medical Services Trust,INR,500.00,4.50
04/04/2019,DE12a597b43192b,Foundation for Mother and Child Health,INR,500.00,10.00
04/04/2019,DE12a599f2c5dc7,United Way of Delhi,INR,500.00,4.50
04/04/2019,DE12a59a301b58f,RadhaKrushna Charitable Trust,INR,200.00,4.72
04/04/2019,DE12a5a18a4bbdb,Amenity Lifeline Emergency Response Team (ALERT),INR,500.00,4.50
04/04/2019,DE12a5a1f823827,Tender Heart Education Society,INR,"1,000.00",23.60
04/04/2019,DE12a5b6b4d5074,Agrasar,INR,500.00,11.80
04/04/2019,DE12a5bede08421,Susheel Foundation,INR,"3,000.00",31.86
04/04/2019,DE12a5c67437351,Collective action for Basic Rights Foundation (CBRF),INR,"2,500.00",59.00
04/04/2019,DE12a5c77feefb1,Breakthrough Trust,INR,"2,500.00",59.00
04/04/2019,DE12a5ca7912ad6,Peepal Foundation,INR,100.00,2.36
04/04/2019,DE12a5d01c21559,Simple Education Foundation,INR,"1,000.00",9.00
04/04/2019,DE12a5d9309bc13,Teach For India,INR,"2,000.00",40.00
04/04/2019,DE12a5dccfdc296,Collective action for Basic Rights Foundation (CBRF),INR,"3,000.00",70.80
04/04/2019,DE12a5de0129c71,Barefoot Edu Foundation (Kokanes Kohinoor Technical Trust),INR,100.00,2.36
04/04/2019,DE12a5f62c6a6c3,Agrani India Foundation,INR,"1,000.00",23.60
04/04/2019,DE12a601c27ac3b,Vaishnavi Welfare and Charitable Trust,INR,"1,000.00",23.60
04/04/2019,DE12a6069c5f919,Bhumi,INR,"4,500.00",106.20
04/04/2019,DE12a6076876aa3,Sant Singaji Educational Society,INR,500.00,11.80
04/04/2019,DE12a60cf26891a,Rostrum India Social Organization,INR,"2,500.00",59.00
04/04/2019,DE12a60e6d2f049,Agrani India Foundation,INR,500.00,11.80
04/04/2019,DE12a60fe215023,Parivaar Education Society,INR,200.00,4.72
04/04/2019,DE12a619b1ed2b2,Dream a Dream,INR,"1,000.00",23.60
04/04/2019,DE12a6208f0272c,Hope Kolkata Foundation,INR,"1,830.00",43.19
04/04/2019,DE12a6297ff2618,Prayas,INR,100.00,2.36
05/04/2019,DE12a6a3d0a886a,Waste Warriors Society,USD,100.00,2.37
05/04/2019,DE12a6f6be714db,Deendayal Navrachna Pratisthan Sondara Gurukul Domri,AED,134.00,0.99
05/04/2019,DE12a764cadad15,Bangiya Ayurveda Samaj,USD,102.00,2.42
05/04/2019,DE12a784439c8e4,Fundacja Aravindam Social Development,CAD,50.00,1.01
05/04/2019,DE12a78bb6e5e49,Susheel Foundation,USD,25.00,0.74
05/04/2019,DE12a7b70d9e3b9,Community Reconstruction of Social Service (CROSS),USD,250.00,5.64
05/04/2019,DE12a7bd20be8b3,Manzil Mystics,USD,20.00,0.64
05/04/2019,DE12a7e7555d8fe,United Sisters Foundation,USD,100.00,2.38
05/04/2019,DE12a6dfb707b1d,QUEST Alliance,INR,500.00,4.50
05/04/2019,DE12a6e8fbc1f30,The Association of People with Disability,INR,"2,000.00",47.20
05/04/2019,DE12a6f28415e1b,Peepal Foundation,INR,500.00,11.80
05/04/2019,DE12a6fdc647bd5,Amenity Lifeline Emergency Response Team (ALERT),INR,"2,555.00",60.30
05/04/2019,DE12a70dfb88071,Million Sparks Foundation,INR,"2,500.00",59.00
05/04/2019,DE12a713a343cdb,Ek Tara,INR,"1,000.00",23.60
05/04/2019,DE12a7194edfbb5,Tender Heart Education Society,INR,"2,500.00",59.00
05/04/2019,DE12a725dae8b14,Society For Development Activities,INR,"2,500.00",59.00
05/04/2019,DE12a72b52a48af,Sanjeevani Life Beyond Cancer,INR,"1,000.00",9.00
05/04/2019,DE12a72ef003886,Mantra Social Services,INR,"1,000.00",20.00
05/04/2019,DE12a73d6eb954b,Vivekananda Youth Forum,INR,250.00,5.90
05/04/2019,DE12a7485578450,Gir Pachhat Jati Vikas Seva Samiti,INR,"1,000.00",9.00
05/04/2019,DE12a74a1c7f4e9,Akshaya Aahara Foundation ( AAF),INR,500.00,11.80
05/04/2019,DE12a75bd3734c4,Chehak Trust,INR,"2,999.00",70.78
05/04/2019,DE12a764e5b1003,Mantra Social Services,INR,"1,000.00",23.60
05/04/2019,DE12a7659d8c4b3,Deesha Education Foundation,INR,"3,000.00",70.80
05/04/2019,DE12a76c69d98a8,Hariraj Charitable Trust,INR,"1,500.00",35.40
05/04/2019,DE12a76dfc81b9f,SERUDS - Sai Educational Rural And Urban Development Society,INR,500.00,4.50
05/04/2019,DE12a77cc2b1d5c,Simple Education Foundation,INR,"5,000.00",118.00
05/04/2019,DE12a7871d8720a,Gudia Swayam Sevi Sansthan,INR,"2,500.00",59.00
05/04/2019,DE12a79b6473c8d,Vidyarthi Sahayak Samiti,INR,250.00,5.90
06/04/2019,DE12a82a851dcd3,SERUDS - Sai Educational Rural And Urban Development Society,USD,50.00,1.29
06/04/2019,DE12a8f0ba2ed80,Sanjeevani Life Beyond Cancer,USD,111.00,2.62
06/04/2019,DE12a8162dcd778,Community Reconstruction of Social Service (CROSS),INR,"2,500.00",59.00
06/04/2019,DE12a833e9d4522,Synodical Board of Social Services of the Church of North India,INR,"1,500.00",35.40
06/04/2019,DE12a837066697b,Shikshan Ane Samaj Kalyan Kendra,INR,500.00,11.80
06/04/2019,DE12a83c7a5afb5,Sambhav Foundation,INR,"5,000.00",118.00
06/04/2019,DE12a85e19027c3,Quality Education Support Trust (QUEST),INR,"1,000.00",23.60
06/04/2019,DE12a86d9865eb5,Barefoot Edu Foundation (Kokanes Kohinoor Technical Trust),INR,200.00,4.72
06/04/2019,DE12a88b388dc47,Sethu Trust,INR,"3,000.00",31.86
06/04/2019,DE12a894440798a,Breakthrough Trust,INR,300.00,7.08
06/04/2019,DE12a8be3209782,Anandam,INR,"2,500.00",59.00
06/04/2019,DE12a8bea0407e1,Kriti Social Initiatives,INR,"1,000.00",9.00
06/04/2019,DE12a8e266f2a38,Bal Sansar Sanstha,INR,"5,000.00",53.10
06/04/2019,DE12a8e6d0c6226,Cuddles Foundation,INR,"5,000.00",118.00
06/04/2019,DE12a91d005d68b,Vanavil Trust,INR,500.00,11.80
07/04/2019,DE12aa067e21152,Foundation for Mother and Child Health,USD,35.00,0.96
07/04/2019,DE12a970362e51a,Chehak Trust,INR,"6,000.00",141.60
07/04/2019,DE12a971931ed78,Y4D Foundation,INR,"5,000.00",118.00
07/04/2019,DE12a9cdc9606ca,Gudia Swayam Sevi Sansthan,INR,"1,000.00",20.00
07/04/2019,DE12a9deaa13012,Perambalur District Network for HIV Positive People,INR,"10,000.00",236.00
07/04/2019,DE12a9f06fc0377,Ek Tara,INR,"2,534.00",59.80
07/04/2019,DE12a9f24f57186,Sri Sathya Sai Health & Education Trust,INR,500.00,11.80
07/04/2019,DE12aa52e7d7964,Jal Seva Charitable Foundation (WaterAid India),INR,300.00,7.08
08/04/2019,DE12ab52c601175,Akshaya Aahara Foundation ( AAF),CAD,40.00,0.85
08/04/2019,DE12ab5b5830003,Deendayal Navrachna Pratisthan Sondara Gurukul Domri,SGD,100.00,1.81
08/04/2019,DE12ab9c20f07f7,RadhaKrushna Charitable Trust,CAD,49.00,1.00
08/04/2019,DE12aba82f1a1ee,Bhumi,USD,66.00,1.64
08/04/2019,DE12aaa6877c4ca,United Way of Delhi,INR,600.00,14.16
08/04/2019,DE12aab918c574a,Centre for Wildlife Studies,INR,"1,000.00",20.00
08/04/2019,DE12aac4a01760d,Anandam,INR,"1,000.00",23.60
08/04/2019,DE12aad60e88d30,SERUDS - Sai Educational Rural And Urban Development Society,INR,"1,000.00",23.60
08/04/2019,DE12aadc0d842f7,Vivekananda Youth Forum,INR,"2,000.00",18.00
08/04/2019,DE12aaf0a57e12d,The Association of People with Disability,INR,"2,500.00",59.00
08/04/2019,DE12ab0b9ed7ae2,Synodical Board of Social Services of the Church of North India,INR,500.00,11.80
08/04/2019,DE12ab588235ade,RadhaKrushna Charitable Trust,INR,"2,000.00",47.20
08/04/2019,DE12ab6736af7b1,Hyderabad Eye Institute ( L V Prasad Eye Institute),INR,500.00,11.80
08/04/2019,DE12ab828f1b2ad,Fundacja Aravindam Social Development,INR,"2,500.00",59.00
09/04/2019,DE12ac100ee6855,Evidyaloka Trust,USD,100.00,2.38
09/04/2019,DE12ac9a543823b,Cuddles Foundation,USD,30.00,0.85
09/04/2019,DE12ac9e2969162,Perambalur District Network for HIV Positive People,USD,50.00,1.29
09/04/2019,DE12acbcff98679,Agrani India Foundation,USD,36.00,0.98
09/04/2019,DE12acc819ced30,Bhumi,CAD,100.00,1.84
09/04/2019,DE12acdc188e94a,Babul Films Society,USD,25.00,0.74
09/04/2019,DE12ad2bebc5da6,Tender Heart Education Society,USD,12.00,0.46
09/04/2019,DE12ad302ab331e,Manzil Mystics,GBP,15.00,0.41
09/04/2019,DE12ac0d6e758ac,Peepal Foundation,INR,"2,500.00",59.00
09/04/2019,DE12ac3f02c6913,Bangalore Baptist Hospital Society,INR,"1,000.00",23.60
09/04/2019,DE12ac5991ab992,Vaishnavi Welfare and Charitable Trust,INR,"2,000.00",47.20
09/04/2019,DE12ac73735632c,Vidyarthi Sahayak Samiti,INR,"1,000.00",23.60
09/04/2019,DE12ac7574c26a3,Community Reconstruction of Social Service (CROSS),INR,500.00,11.80
09/04/2019,DE12ac766a554dd,SERUDS - Sai Educational Rural And Urban Development Society,INR,200.00,1.80
09/04/2019,DE12ac8021a8e68,Agrasar,INR,"6,000.00",141.60
09/04/2019,DE12ac990651001,Foundation for Mother and Child Health,INR,"1,000.00",23.60
09/04/2019,DE12acb26493b76,Breakthrough Trust,INR,"1,000.00",23.60
09/04/2019,DE12acec16b1f60,Mantra Social Services,INR,"2,000.00",47.20
10/04/2019,DE12ae09664f084,Bhumi,USD,50.00,1.29
10/04/2019,DE12ae09874e38e,Susheel Foundation,USD,100.00,2.37
10/04/2019,DE12ae2c9ead7b1,Vaishnavi Welfare and Charitable Trust,USD,100.00,2.37
10/04/2019,DE12ad616c0614f,Gramin Samassya Mukti Trust,INR,"5,000.00",118.00
10/04/2019,DE12ad89ecb0bd1,Amenity Lifeline Emergency Response Team (ALERT),INR,"2,000.00",47.20
10/04/2019,DE12adbbdd28759,Foundation for Mother and Child Health,INR,"1,000.00",23.60
10/04/2019,DE12adc93e6e6de,Kriti Social Initiatives,INR,149.00,3.52
10/04/2019,DE12ade22e8213e,Reaching Sky Foundation,INR,"1,000.00",23.60
10/04/2019,DE12ade2bddc73b,Amenity Lifeline Emergency Response Team (ALERT),INR,"5,000.00",118.00
10/04/2019,DE12adeeb2578ef,United Way of Delhi,INR,50.00,1.18
10/04/2019,DE12ae1a1f668b5,Collective action for Basic Rights Foundation (CBRF),INR,500.00,4.50
11/04/2019,DE12aeb100965d3,SERUDS - Sai Educational Rural And Urban Development Society,USD,151.00,3.48
11/04/2019,DE12af19d91bf4d,Breakthrough Trust,AUD,25.00,0.59
11/04/2019,DE12af3efd9876a,Breakthrough Trust,SGD,50.00,1.00
11/04/2019,DE12af48fe6b4c8,Jal Seva Charitable Foundation (WaterAid India),CAD,40.00,0.85
11/04/2019,DE12af8255066b2,Babul Films Society,USD,25.00,0.74
11/04/2019,DE12af8513f1244,QUEST Alliance,USD,37.00,1.00
11/04/2019,DE12aee92d2c6de,Prayas,INR,"5,200.00",55.22
11/04/2019,DE12aef31bbda7d,Cuddles Foundation,INR,100.00,0.90
11/04/2019,DE12af02e837355,Bangalore Medical Services Trust,INR,"1,500.00",35.40
11/04/2019,DE12af08f67b818,Jal Seva Charitable Foundation (WaterAid India),INR,"2,000.00",47.20
11/04/2019,DE12af3dabba026,Khel Khel Mein Foundation,INR,"2,500.00",59.00
11/04/2019,DE12af4313ac2bc,The Baale Mane Trust,INR,500.00,11.80
11/04/2019,DE12af47839ad11,Navnirman Trust (Jagrutha Mahila Sanghatan),INR,500.00,11.80
11/04/2019,DE12af49e0a5a14,Amenity Lifeline Emergency Response Team (ALERT),INR,"1,000.00",23.60
11/04/2019,DE12af4c3ff250a,Collective action for Basic Rights Foundation (CBRF),INR,"4,500.00",47.79
11/04/2019,DE12af4dc8dd181,RadhaKrushna Charitable Trust,INR,200.00,4.72
11/04/2019,DE12af52ff8fedc,Evidyaloka Trust,INR,"4,000.00",94.40
11/04/2019,DE12af5bba6022a,Hyderabad Eye Institute ( L V Prasad Eye Institute),INR,"3,000.00",31.86
11/04/2019,DE12af6543e7176,Parivaar Education Society,INR,"1,000.00",23.60
11/04/2019,DE12af7b905f7b6,Breakthrough Trust,INR,"1,000.00",23.60
11/04/2019,DE12af7ff1bf05e,Navnirman Trust (Jagrutha Mahila Sanghatan),INR,"2,000.00",47.20
11/04/2019,DE12af8450cdb6b,Let's Live Together Charitable Trust,INR,500.00,11.80
11/04/2019,DE12afafeb22f4c,Bangalore Medical Services Trust,INR,500.00,11.80
12/04/2019,DE12b074e6160a9,Evidyaloka Trust,GBP,53.00,0.94
12/04/2019,DE12b0ac1990a07,Navnirman Trust (Jagrutha Mahila Sanghatan),USD,196.00,4.45
12/04/2019,DE12b0d6ee7e616,Yuvraj Singh Foundation,CAD,49.00,1.00
12/04/2019,DE12b10f1ad2a0f,Sant Singaji Educational Society,USD,50.00,1.28
12/04/2019,DE12b00087f2399,Shikshan Ane Samaj Kalyan Kendra,INR,"1,000.00",9.00
12/04/2019,DE12b02c7e477da,Gubbachi Learning Community,INR,300.00,7.08
12/04/2019,DE12b04402978a7,Navnirman Trust (Jagrutha Mahila Sanghatan),INR,500.00,11.80
12/04/2019,DE12b0946707494,Bangalore Baptist Hospital Society,INR,"5,000.00",118.00
12/04/2019,DE12b09c355388e,Hope Kolkata Foundation,INR,500.00,11.80
12/04/2019,DE12b0a4bb8bec1,South Central India Network for Development Alternatives,INR,"2,500.00",26.55
13/04/2019,DE12b145604640f,Bal Sansar Sanstha,USD,37.00,1.00
13/04/2019,DE12b20bb2a00a5,Sethu Trust,USD,50.00,1.29
13/04/2019,DE12b20d5535763,Manzil Mystics,USD,66.00,1.63
13/04/2019,DE12b151277e766,Quality Education Support Trust (QUEST),INR,50.00,1.18
13/04/2019,DE12b17468c6ca8,United Sisters Foundation,INR,"10,000.00",236.00
13/04/2019,DE12b1d750354d7,Deesha Education Foundation,INR,500.00,11.80
13/04/2019,DE12b1e8d87c13f,QUEST Alliance,INR,500.00,11.80
14/04/2019,DE12b375487ec28,Vivekananda Youth Forum,CAD,50.00,1.01
14/04/2019,DE12b3828779e1e,PURE India Trust,CAD,50.00,1.01
14/04/2019,DE12b2983b478a6,People for the Respect and Care of Animals,INR,"5,000.00",53.10
14/04/2019,DE12b2a894d6811,Deendayal Navrachna Pratisthan Sondara Gurukul Domri,INR,"6,000.00",141.60
14/04/2019,DE12b3007a306e7,Sanjeevani Life Beyond Cancer,INR,"6,000.00",141.60
14/04/2019,DE12b385f0cb59e,Vivekananda Youth Forum,INR,"1,000.00",23.60
15/04/2019,DE12b4911ea1160,Susheel Foundation,USD,100.00,2.37
15/04/2019,DE12b444b8673a3,Akshaya Aahara Foundation ( AAF),INR,"5,000.00",118.00
15/04/2019,DE12b46e9dad6c6,Change With One Foundation,INR,500.00,11.80
15/04/2019,DE12b470e4c4dd8,The CounterMedia Trust,INR,"2,500.00",59.00
15/04/2019,DE12b4785caf010,Foundation for Mother and Child Health,INR,200.00,4.72
15/04/2019,DE12b4828a2772d,SERUDS - Sai Educational Rural And Urban Development Society,INR,500.00,11.80
15/04/2019,DE12b494c1bc650,Simple Education Foundation,INR,500.00,11.80
15/04/2019,DE12b4ab416bf0f,Vivekananda Youth Forum,INR,"1,000.00",23.60
16/04/2019,DE12b5585765420,Peepal Foundation,GBP,25.00,0.93
16/04/2019,DE12b650083663c,Babul Films Society,GBP,20.00,0.48
16/04/2019,DE12b56684581b2,Vidya Poshak,INR,"2,000.00",47.20
16/04/2019,DE12b5b661de521,Breakthrough Trust,INR,"1,000.00",23.60
16/04/2019,DE12b5b8346442c,South Central India Network for Development Alternatives,INR,200.00,4.72
16/04/2019,DE12b5faa754425,Foundation for Mother and Child Health,INR,100.00,0.90
17/04/2019,DE12b6986260f3e,SERUDS - Sai Educational Rural And Urban Development Society,USD,25.00,0.74
17/04/2019,DE12b6c57ed315b,Perambalur District Network for HIV Positive People,AUD,30.00,0.67
17/04/2019,DE12b7346b6be7d,Centre for Wildlife Studies,USD,576.00,12.74
17/04/2019,DE12b6c9928c6ef,Evidyaloka Trust,INR,200.00,4.00
17/04/2019,DE12b6c9cc1e09a,Ek Tara,INR,300.00,7.08
17/04/2019,DE12b6cb5ddb2cd,Y4D Foundation,INR,500.00,11.80
17/04/2019,DE12b6cbee7dca0,Breakthrough Trust,INR,"1,000.00",23.60
17/04/2019,DE12b7338e9c9f9,Dream a Dream,INR,"2,000.00",18.00
18/04/2019,DE12b8f4f7ec02a,Deendayal Navrachna Pratisthan Sondara Gurukul Domri,AUD,"1,000.00",15.83
18/04/2019,DE12b81517df454,Yuvraj Singh Foundation,INR,"10,000.00",236.00
18/04/2019,DE12b83fb8bef47,Quality Education Support Trust (QUEST),INR,"5,000.00",118.00
18/04/2019,DE12b845b565682,World for All Animal Care And Adoptions,INR,"2,500.00",59.00
18/04/2019,DE12b8893e24f46,Babul Films Society,INR,"1,116.00",10.04
18/04/2019,DE12b8a86ae4350,Barefoot Edu Foundation (Kokanes Kohinoor Technical Trust),INR,"1,000.00",20.00
19/04/2019,DE12b94a598f6dc,Anandam,CAD,20.00,0.53
19/04/2019,DE12b9d0db82bd9,Family of Disabled (Fod),USD,37.00,1.01
19/04/2019,DE12ba5a663903d,Peepal Foundation,USD,50.00,1.29
19/04/2019,DE12b92e6647ac0,Centre for Wildlife Studies,INR,"2,500.00",26.55
19/04/2019,DE12b95936b5146,Tender Heart Education Society,INR,"2,500.00",59.00
19/04/2019,DE12b95f7c79894,Chehak Trust,INR,"1,500.00",30.00
19/04/2019,DE12b9ffda3ea31,Parivaar Education Society,INR,"2,000.00",47.20
19/04/2019,DE12ba0674094b1,Vanavil Trust,INR,"5,000.00",118.00
20/04/2019,DE12ba87040dfeb,Sevalaya,USD,100.00,2.39
20/04/2019,DE12bad7a6cbe1d,Chehak Trust,INR,"3,000.00",70.80
21/04/2019,DE12bc93042d8d4,Sayodhya Home for Women in Need,USD,577.00,12.82
21/04/2019,DE12bca7758c647,Foundation for Mother and Child Health,USD,37.00,1.01
21/04/2019,DE12bcf7188fb06,Sahyog Care For You,USD,100.00,2.39
22/04/2019,DE12bd56fbdc9ff,SERUDS - Sai Educational Rural And Urban Development Society,INR,500.00,11.80
22/04/2019,DE12bd5fc829705,Gir Pachhat Jati Vikas Seva Samiti,INR,"1,000.00",23.60
22/04/2019,DE12bdfbc3ad606,Babul Films Society,INR,"2,500.00",59.00
23/04/2019,DE12be7459a5e05,Tender Heart Education Society,INR,"5,750.00",135.70
23/04/2019,DE12be915dc98ac,Gubbachi Learning Community,INR,"3,500.00",37.17
23/04/2019,DE12beabdb49c86,Family of Disabled (Fod),INR,501.00,11.82
23/04/2019,DE12beca03ca0bf,Babul Films Society,INR,500.00,11.80
24/04/2019,DE12bfed168f088,Isha Education,INR,"10,000.00",236.00
24/04/2019,DE12c02f2e08ba9,Quality Education Support Trust (QUEST),INR,"2,000.00",47.20
24/04/2019,DE12c02fdddb23a,Reaching Sky Foundation,INR,"1,000.00",23.60
24/04/2019,DE12c05b2b9da26,Gubbachi Learning Community,INR,300.00,7.08
24/04/2019,DE12c0738f2ffe2,Collective action for Basic Rights Foundation (CBRF),INR,500.00,4.50
25/04/2019,DE12c13a3089b6d,Community Reconstruction of Social Service (CROSS),INR,"3,000.00",70.80
25/04/2019,DE12c14f56e1b9a,Barefoot Edu Foundation (Kokanes Kohinoor Technical Trust),INR,500.00,11.80
25/04/2019,DE12c1747b6c97b,Humana People to People India,INR,"2,500.00",59.00
25/04/2019,DE12c1a86021108,Navnirman Trust (Jagrutha Mahila Sanghatan),INR,"5,000.00",118.00
25/04/2019,DE12c1dd9bbbe10,Sanjeevani Life Beyond Cancer,INR,"1,000.00",20.00
25/04/2019,DE12c21012e4ffd,NavGurukul Foundation for Social Welfare,INR,"6,000.00",141.60
26/04/2019,DE12c2c65b761d7,Cross Blood Foundation,INR,"5,000.00",118.00
26/04/2019,DE12c2d8cdddf68,Foundation for Mother and Child Health,INR,500.00,11.80
26/04/2019,DE12c360415fc39,Agrani India Foundation,INR,"1,000.00",9.00
27/04/2019,DE12c3c91510d56,Simple Education Foundation,INR,"25,000.00",590.00
27/04/2019,DE12c3f919a7ea5,The Baale Mane Trust,INR,"12,000.00",283.20
27/04/2019,DE12c41a0bd8eef,Sevalaya,INR,"1,000.00",23.60
27/04/2019,DE12c423072a162,Shikshan Ane Samaj Kalyan Kendra,INR,"3,000.00",70.80
28/04/2019,DE12c50da8a3892,E and H Foundation,INR,"1,000.00",23.60
28/04/2019,DE12c58468ad75c,Mantra Social Services,INR,"2,500.00",59.00
28/04/2019,DE12c5dbb969ffd,Bhumi,INR,"1,000.00",9.00
29/04/2019,DE12c66632a6af6,Tender Heart Education Society,INR,"3,000.00",70.80
29/04/2019,DE12c688602a22c,Vanavil Trust,INR,"2,000.00",47.20
29/04/2019,DE12c68a7ce83fe,Barefoot Edu Foundation (Kokanes Kohinoor Technical Trust),INR,"12,000.00",283.20
29/04/2019,DE12c71a0215e7c,Deva Kirubai Social Help Association - DKSHA,INR,"4,000.00",42.48
29/04/2019,DE12c73c625ea42,Team Everest,INR,"1,000.00",23.60
29/04/2019,DE12c7460c741c2,Sambhav Foundation,INR,"1,000.00",9.00
30/04/2019,DE12c7ba8a7b513,Million Sparks Foundation,INR,300.00,7.08
30/04/2019,DE12c7d55711120,Khel Khel Mein Foundation,INR,500.00,4.50
30/04/2019,DE12c7ff1427ad4,Simple Education Foundation,INR,"1,000.00",23.60
30/04/2019,DE12c804bbf4074,United Way of Delhi,INR,500.00,4.50
30/04/2019,DE12c80b6f24dfa,Centre for Wildlife Studies,INR,"2,500.00",59.00
30/04/2019,DE12c813a04befb,Cuddles Foundation,INR,"2,500.00",59.00
30/04/2019,DE12c83a3e25ccc,Yuvraj Singh Foundation,INR,"1,000.00",23.60
30/04/2019,DE12c86f2f4237e,Manzil Mystics,INR,500.00,11.80
30/04/2019,DE12c87649dc800,Reaching Sky Foundation,INR,"24,000.00",566.40
30/04/2019,DE12c885c53470a,Sant Singaji Educational Society,INR,500.00,11.80
30/04/2019,DE12c88734158f3,Vidya Poshak,INR,700.00,14.00
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
